country_name,year,pop_thous,gdp_US_mil,homicides_per_100_000,life_expectancy_years,unemployment_per,departures_thous,tourism_expenditures_US_mil,arrivals_thous,tourism_receipts_US_mil
Slovenia,2003,1995733,29697448108.3,1.1,76.86,6.48,2114000,805000000,1373000,1427000000
Czech Republic,2003,10193998,99627140274.38,1.6,75.17,7.54,7213000,2177000000,5076000,4069000000
France,2003,62244886,1840480812641.08,1.6,79.11,8.31,18576000,32618000000,75048000,45990000000
United Kingdom,2003,59647577,2043831836734.69,1.6,78.45,4.81,61424000,58627000000,22787000,30736000000
Fiji,2003,816076,2315935752.72,3.1,66.15,4.07,104000,88000000,431000,496000000
Israel,2003,6689700,126808836147.65,3.1,79.65,13.51,3299000,3341000000,1063000,2473000000
Ireland,2003,3996521,164284690067.72,0.9,78.14,4.48,4929000,4832000000,6764000,5206000000
Sweden,2003,8958229,331531479168.47,0.9,80.1,5.55,12649000,9375000000,4268000,6548000000
Kuwait,2003,2161626,47875838926.17,1.3,73.36,1.3,1774000,3750000000,94000,328000000
Maldives,2003,302683,1052121054.69,1.3,72.4,2.64,44000,60000000,564000,402000000
Belarus,2004,9730146,23144351851.85,8.4,68.96,9.27,515000,500000000,67000,362000000
Brazil,2004,184006481,669316654017.09,24,71.53,9.1,2968000,3752000000,4794000,3389000000
Colombia,2004,42075955,117081522349.68,47.3,74.03,13.72,1405000,1543000000,791000,1535000000
Dominican Republic,2004,8974444,22692574473.35,24.6,70.5,6.3,368000,448000000,3450000,3152000000
Ecuador,2004,13596388,36591661000,17.7,73.89,5,603000,577000000,819000,464000000
El Salvador,2004,6023797,13724810900,64.9,69.91,6.05,1079000,373000000,951000,748000000
Georgia,2004,3927340,5125365191.99,6.6,70.45,12.62,466000,196000000,368000,209000000
Guatemala,2004,12796925,23965275995.72,35.2,69.44,2.97,854000,488000000,1182000,630000000
Honduras,2004,7282953,8772170427.48,50.5,71.77,5.99,295000,300000000,641000,420000000
India,2004,1129623456,709148531774.82,4.1,64.09,3.1,6213000,5783000000,3457000,6307000000
Kazakhstan,2004,15012985,43151647002.61,13.6,65.89,8.4,3915000,997000000,4291000,803000000
Kyrgyz Republic,2004,5104700,2211534585,8.3,68.15,8.53,239000,73000000,398000,92000000
Latvia,2004,2263122,14373269155.72,7.9,72.03,11.71,2457000,428000000,1079000,343000000
Nepal,2004,25419344,7273938314.72,3.7,64.73,1.8,286000,205000000,385000,260000000
Nicaragua,2004,5364935,5795568204.65,12.2,70.93,6.41,701000,154000000,615000,192000000
Panama,2004,3269356,15013381700,9.4,75.73,4.35,256000,294000000,621000,903000000
Paraguay,2004,5730549,9624440836.29,21.2,71.46,6.51,170000,121000000,309000,87000000
Philippines,2004,84710542,91371242495.08,7.5,69.01,3.55,1920000,1526000000,2291000,2390000000
Puerto Rico,2004,3826878,80322313000,21.1,78.18,10.31,1361000,1584000000,3541000,3024000000
Russian Federation,2004,144067054,591016690742.94,27.3,65.47,7.76,24507000,16082000000,22064000,7262000000
Sri Lanka,2004,19387153,20662525941.3,7.1,74.34,8.38,680000,499000000,566000,808000000
Thailand,2004,64995299,172895476152.59,6.6,71.73,1.51,2709000,5343000000,11737000,13054000000
Turkey,2004,67010930,404786739602.81,4.3,72,10.84,7299000,2524000000,16826000,15888000000
United States,2004,292805298,12213729147000,5.5,77.49,5.53,61809000,94764000000,46086000,115689000000
Uruguay,2004,3321476,13686329890.12,6,75.6,12.98,569000,267000000,1756000,591000000
"Venezuela, RB",2004,25996594,112453382329.62,36.9,72.75,15.07,816000,1604000000,486000,554000000
Canada,2004,31940655,1023196771714.07,2,79.89,7.18,19595000,19267000000,19145000,15135000000
Malaysia,2004,25190652,124749736842.1,2,73.36,3.54,30761000,3822000000,15703000,9183000000
Japan,2004,127761000,4815148854362.11,0.5,82.03,4.7,16831000,48175000000,6138000,14343000000
Singapore,2004,4166664,115035498757.54,0.5,79.49,5.84,5165000,9291000000,6553000,5327000000
Azerbaijan,2004,8306500,8680370408.06,2.4,68.25,8,1473000,140000000,989000,79000000
Romania,2004,21451748,74972669056.59,2.4,71.59,7.72,6972000,672000000,6600000,607000000
Syrian Arab Republic,2004,17827825,25086930693.07,2.4,74.25,9.83,4309000,688000000,3399000,1883000000
Mauritius,2004,1221003,6578844486.9,2.9,72.28,8.34,180000,277000000,719000,1156000000
Cambodia,2004,13066469,5337833248.04,3.9,62.19,1.56,239000,80000000,1055000,673000000
Indonesia,2004,223285676,256836875295.45,0.6,66.97,7.3,3941000,4569000000,5321000,5226000000
Italy,2004,57685327,1798314750434.57,1.2,80.78,7.87,21557000,24062000000,37071000,37871000000
Netherlands,2004,16281779,657171591755.65,1.2,79.1,4.65,17130000,16937000000,9646000,16495000000
Spain,2004,42921895,1069555500372.49,1.2,79.87,11.09,5121000,14864000000,52430000,49996000000
Sweden,2004,8993531,382152839200.42,1.2,80.5,6.69,13950000,11088000000,4676000,7686000000
Malta,2004,401268,6062780269.06,1.7,79.25,7.32,203000,291000000,1156000,949000000
Armenia,2004,3000720,3576615240.42,2.8,72.51,11.22,221000,199000000,263000,189000000
Bangladesh,2004,136986432,65108544250.04,2.8,67.33,4.3,1565000,442000000,271000,76000000
Fiji,2004,817860,2727507212.93,2.8,66.25,4.06,94000,118000000,504000,588000000
Finland,2004,5228172,196768065557.49,2.8,78.71,10.36,5798000,3383000000,2083000,2975000000
Mexico,2004,104514932,782240601984.76,8.7,75.24,3.94,12494000,8034000000,20618000,11609000000
Austria,2004,8171966,300904221504.84,0.7,79.18,5.83,8371000,10812000000,19374000,17251000000
"Hong Kong SAR, China",2004,6783500,169099768875.19,0.7,81.83,6.74,68903000,13270000000,13655000,11874000000
Ireland,2004,4070262,193870692699.28,0.7,78.54,4.49,5409000,5291000000,6953000,6075000000
Algeria,2004,32692163,85324998813.6,1.4,72.59,17.65,1417000,341000000,1234000,178000000
Portugal,2004,10483861,189187437298.24,1.4,77.67,6.32,17141000,3367000000,5654000,8897000000
Slovenia,2004,1997012,34470227453.91,1.4,77.21,6.01,2800000,937000000,1499000,1725000000
China,2004,1296075000,1955347004963.27,1.9,72.69,4.5,28853000,21360000000,41761000,27755000000
Kuwait,2004,2200492,59440108585,1.9,73.44,1.7,1928000,4147000000,91000,398000000
Tunisia,2004,10022277,31183139301.49,1.9,74.03,14.23,2312000,427000000,5998000,2432000000
Israel,2004,6809000,135341922021.42,2.7,80.15,13.03,3614000,3663000000,1505600,2908000000
Bulgaria,2004,7716860,25957970922.48,3.2,72.56,12.04,3882000,1935000000,4630000,2796000000
Uganda,2004,26821297,7940362799.18,7.4,50.55,2.64,231000,158000000,512000,268000000
Ukraine,2004,47451600,64819702951.68,7.4,68.19,8.59,15588000,2660000000,15629000,2931000000
"Egypt, Arab Rep.",2004,74172073,78845185293.5,0.4,69.27,10.32,5210000,1543000000,7795000,6328000000
Luxembourg,2004,458095,34685281847.53,0.4,79.12,5.11,1100000,2920000000,878000,3824000000
Denmark,2004,5404523,251373002954.38,0.8,77.49,5.2,4630000,7279000000,4421000,5652000000
Norway,2004,4591910,264357494659.39,0.8,79.84,4.26,2960000,8894000000,3628000,3531000000
Germany,2004,82516260,2819245095604.67,1.1,78.68,10.73,84859000,80624000000,20137000,36390000000
New Zealand,2004,4087500,103905210084.03,1.1,79.55,4.01,1733000,2229000000,2325000,5098000000
Cyprus,2004,1010408,17320550000,1.6,78.51,4.33,859000,900691900,2349000,2552697000
France,2004,62704895,2115742488204.62,1.6,80.16,8.91,21131000,36029000000,74433000,52108000000
Morocco,2004,30115214,59626020162.38,1.6,71.07,10.83,1603000,912000000,5477000,4540000000
Poland,2004,38182222,255102252843.39,1.6,74.85,19.07,37226000,5092000000,14290000,6499000000
United Kingdom,2004,59987905,2403614060783.6,1.6,78.75,4.59,64194000,69076000000,25678000,37166000000
Hungary,2004,10107146,104066609517.93,2.1,72.65,5.83,17558000,2482000000,3270000,4009000000
Sierra Leone,2004,5433991,1448536630.88,2.1,43.47,3.42,28000,30300000,43600,58000000
Belgium,2004,10421137,370885026074,2.6,78.88,7.36,8783000,15456000000,6710000,10089000000
Albania,2004,3026939,7184681398.57,4.2,75.04,17.27,1694000,669000000,645000,756000000
Costa Rica,2004,4225155,18528955524.52,6.7,78,6.39,425000,530000000,1453000,1755000000
"Korea, Rep.",2004,48082519,764880644710.65,0.9,77.67,3.7,8826000,13507000000,5818000,8226000000
Australia,2004,20127400,612490396927.02,1.3,80.49,5.39,4369000,14702000000,5215000,18032000000
Czech Republic,2004,10197101,119162172468.27,1.3,75.72,8.21,6643000,2682000000,6061000,4931000000
Saudi Arabia,2004,23132682,258742133333.33,1.3,73.16,5.82,3811000,4428000000,8599000,6486000000
Albania,2005,3011487,8052075642.11,5,75.23,16.87,2097000,808000000,748000,880000000
Belarus,2005,9663915,30207567316.62,8.6,68.85,8.53,572000,516000000,91000,346000000
Brazil,2005,186127103,891630177251.07,23.3,71.9,9.57,3364000,5905000000,5358000,4168000000
Colombia,2005,42647723,145180960625.02,41.8,74.27,11.87,1553000,1934000000,933000,1891000000
Costa Rica,2005,4285502,19948261084.34,7.9,78.12,6.57,487000,591000000,1679000,2008000000
Dominican Republic,2005,9097257,36119047252.18,25.9,70.77,6.59,419000,511000000,3691000,3518000000
Ecuador,2005,13825847,41507085000,15.4,74.11,3.78,664000,644000000,860000,488000000
El Salvador,2005,6052123,14698001400,64.4,70.12,7.22,1239000,288000000,1127000,656000000
Eswatini,2005,1030579,3178126491.91,12.6,42.52,28.25,1082000,60000000,837000,77300000
Georgia,2005,3902469,6410878799.58,9,70.54,13.81,857000,237000000,560000,287000000
Guatemala,2005,13096028,27211377225.27,40.8,69.76,2.99,982000,532000000,1316000,791000000
Honduras,2005,7458985,9672027224.16,43.6,72.03,4.91,284000,321000000,673000,465000000
Kyrgyz Republic,2005,5162600,2460248026.18,9.7,67.96,8.11,201000,94000000,319000,94000000
Latvia,2005,2238799,16922504044.8,5.6,71.36,10.03,2959000,655000000,1116000,446000000
Lithuania,2005,3322528,26125575942.28,11.1,71.25,8.32,1633000,743000000,2000000,920000000
Mexico,2005,106005203,877476221382.1,9.1,75.3,3.56,13305000,8951000000,21915000,12801000000
Nicaragua,2005,5438690,6321335612.22,13.6,71.19,5.37,740000,162000000,712000,206000000
Panama,2005,3330217,16374393900,10.9,75.89,4.22,285000,388000000,702000,1108000000
Paraguay,2005,5824096,10737500188.11,15.3,71.67,4.82,188000,130000000,341000,96000000
Philippines,2005,86326250,103071582125.97,7.5,69.11,3.8,2144000,3286000000,2623000,2863000000
Puerto Rico,2005,3821362,83914521300,20.5,78.3,11.35,1410000,1663000000,3686000,3239000000
Russian Federation,2005,143518523,764017107993.35,24.8,65.53,7.12,28416000,17963000000,22201000,7805000000
Sri Lanka,2005,19544988,24405791044.78,6.2,74.69,7.67,727000,552000000,549000,729000000
Thailand,2005,65416189,189318499954,7.3,72.1,1.35,3047000,4920000000,11567000,12103000000
Ukraine,2005,47105150,86057915585.3,6.5,67.96,7.18,16454000,3078000000,17631000,3542000000
United States,2005,295516599,13036640229000,5.7,77.49,5.08,63503000,101421000000,49206000,122077000000
Uruguay,2005,3321803,17362857683.85,5.7,75.83,12.01,658000,331000000,1808000,699000000
"Venezuela, RB",2005,26432447,145510008134.75,37.2,72.85,10.66,1067000,1843000000,706000,722000000
Bangladesh,2005,139035505,69442943089.43,2.5,67.77,4.25,1767000,371000000,208000,82000000
Israel,2005,6930100,142411275954.27,2.5,80.15,11.34,3687000,4146000000,1903000,2750000000
Mauritius,2005,1228254,6488750453.75,3,72.43,9.52,183000,295000000,761000,1189000000
"Hong Kong SAR, China",2005,6813200,181570082162.19,0.5,81.63,5.58,72300000,13305000000,14773000,13588000000
Japan,2005,127773000,4755410630912.14,0.5,81.93,4.4,17404000,48096000000,6728000,15554000000
Singapore,2005,4265762,127807618360.97,0.5,79.99,5.59,5159000,10070000000,7079000,6209000000
Denmark,2005,5419432,264467336457.17,1,77.84,4.83,5469000,6850000000,9587000,5293000000
Iceland,2005,296734,16812529923.77,1,81.5,2.55,364000,991000000,374000,635000000
Italy,2005,57969484,1852661982340.5,1,80.78,7.73,23147000,26774000000,36513000,38373000000
Malta,2005,403834,6394851386.64,1,79.3,6.92,225000,311000000,1171000,924000000
Slovenia,2005,2000474,36346974008.21,1,77.61,6.51,2660000,1019000000,1555000,1894000000
Morocco,2005,30455561,62343022650.87,1.5,71.75,11.01,2247000,999000000,5843000,5426000000
New Zealand,2005,4133900,114720129550.1,1.5,79.85,3.81,1872000,2671000000,2353000,6486000000
Syrian Arab Republic,2005,18361176,28858965517.24,2.4,74.43,9.11,4564000,584000000,3571000,2035000000
Cambodia,2005,13273354,6293046161.83,3.4,63.09,1.47,568000,137000000,1422000,929000000
Nepal,2005,25744500,8130258041.47,3.4,65.26,1.7,373000,221000000,375000,160000000
India,2005,1147609927,820381672147.74,3.9,64.5,3.1,7185000,8277000000,3919000,7659000000
Algeria,2005,33149724,103198228458.59,0.6,73.07,15.27,1513000,660000000,1443000,477000000
Ireland,2005,4159914,211649034697.18,1.2,78.94,4.34,6113000,6186000000,7333000,6780000000
Jordan,2005,5765635,12588665303.24,1.2,72.59,14.8,1523000,653000000,2987000,1759000000
Saudi Arabia,2005,23816183,328459608764.11,1.2,73.26,6.05,4403000,9087000000,8037000,4626000000
Spain,2005,43653155,1157276458151.97,1.2,80.17,9.15,10464000,15175000000,55914000,49565000000
Sierra Leone,2005,5645624,1650494367,1.7,44.5,3.46,63000,33600000,40000,64000000
Slovak Republic,2005,5372807,62697540106.95,1.7,73.9,16.26,2987000,1122000000,1515000,1282000000
Finland,2005,5246096,204436015420.97,2.3,78.82,8.38,5902000,3622000000,2080000,3069000000
Fiji,2005,821604,3006725014.78,2.8,66.31,3.89,109000,132000000,545000,722000000
Uganda,2005,27684585,9013834373.41,8.7,51.68,1.9,189000,185000000,468000,382000000
Austria,2005,8227829,315974418604.65,0.7,79.33,5.63,8206000,11077000000,19952000,18471000000
"Egypt, Arab Rep.",2005,75523569,89685725230.25,0.7,69.43,11.2,5307000,1932000000,8244000,7206000000
Norway,2005,4623291,308722079937.91,0.7,80.04,4.38,3166000,10400000000,3824000,4243000000
Poland,2005,38165445,306125173852.57,1.4,75,17.75,40841000,5894000000,15200000,7161000000
United Kingdom,2005,60401206,2525005454545.45,1.4,79.05,4.75,66494000,74930000000,28039000,41736000000
Armenia,2005,2981269,4900469950.09,1.9,72.63,10.8,269000,255000000,319000,243000000
Cyprus,2005,1027662,18433416241.76,1.9,78.63,5.3,914000,987909000,2470000,2618621000
Azerbaijan,2005,8391850,13245716099.01,2.2,68.75,7.3,1830000,188000000,693000,100000000
Turkey,2005,67903469,501416301536.12,4.9,72.42,10.64,8246000,3563000000,20273000,20760000000
"Korea, Rep.",2005,48184561,898137194716.19,0.8,78.17,3.7,10080000,16924000000,6023000,8290000000
"Macao SAR, China",2005,482858,12092222041.92,0.8,81.52,4.1,629000,475000000,9014000,7181000000
Czech Republic,2005,10211216,136280689891.22,1.1,75.92,7.93,6963000,2603000000,6336000,5772000000
Germany,2005,82469422,2861410272354.18,1.1,78.93,11.17,86622000,84539000000,21500000,40531000000
Netherlands,2005,16319868,685092650167.89,1.1,79.35,4.72,17039000,13724000000,10012000,8770000000
China,2005,1303720000,2285965892360.54,1.6,72.98,4.5,31026000,21759000000,46809000,29296000000
France,2005,63179351,2196126103718.44,1.6,80.16,8.49,22480000,38643000000,74988000,52139000000
Hungary,2005,10087065,113035361316.75,1.6,72.65,7.19,17759000,2721000000,3446000,4761000000
Belgium,2005,10478617,387365750528.54,2.1,78.98,8.44,9327000,16771000000,6747000,10881000000
Canada,2005,32243753,1169357979864.66,2.1,80.19,6.76,21099000,22739000000,18771000,15887000000
Romania,2005,21319685,98452791982.7,2.1,71.88,7.17,7140000,1071000000,5839000,1324000000
Bulgaria,2005,7658972,29636617749.83,2.6,72.56,10.08,4235000,1858000000,4837000,3063000000
Tunisia,2005,10106771,32273007553.57,2.6,74.22,12.87,2241000,452000000,6378000,2800000000
Chile,2005,16182721,122964812046.07,3.6,77.63,9.34,1725000,1114000000,2027000,1608000000
Bolivia,2005,9232306,9549077869.11,5.2,65.31,3.26,386000,257000000,524000,345000000
Luxembourg,2005,465158,37347394602.66,0.9,79.43,4.49,1185000,3015000000,913000,3770000000
Sweden,2005,9029572,389488030402.38,0.9,80.55,7.49,15677000,11088000000,4883000,7628000000
Australia,2005,20394800,693407758231.84,1.3,80.84,5.03,4756000,16153000000,5499000,19719000000
Portugal,2005,10503330,197304513120.26,1.3,78.07,7.58,18110000,3742000000,5769000,9042000000
Kuwait,2005,2270198,80797945205.48,1.8,73.54,1.53,2173000,4997000000,104000,413000000
Belarus,2006,9604924,36954312354.31,7.7,69.4,7.61,525000,675000000,89000,401000000
Brazil,2006,188167356,1107640289615.23,23.9,72.26,8.64,3886000,7501000000,5017000,4577000000
Costa Rica,2006,4345412,22602721765.36,8.1,78.24,5.74,485000,647000000,1725000,2066000000
Dominican Republic,2006,9218686,38116351526.29,22.9,71.04,5.66,420000,495000000,3965000,3917000000
Ecuador,2006,14059384,46802044000,17.1,74.32,3.55,733000,706000000,841000,492000000
El Salvador,2006,6079399,15999886400,64.8,70.33,6.57,1242000,307000000,1279000,686000000
Eswatini,2006,1036092,3291353835.93,11.3,42.73,28.28,1072000,54000000,873000,75100000
Georgia,2006,3880347,7745394293.42,7.3,70.64,13.57,1346000,257000000,983000,361000000
Guatemala,2006,13397021,30231249362.06,43.9,70.08,2.89,1055000,655000000,1502000,919000000
Honduras,2006,7634298,10841723354.44,41.3,72.28,3.58,295000,425000000,739000,515700000
Iceland,2006,303782,17216417442.29,0,81.16,2.83,440000,1084000000,422000,702000000
Malta,2006,405308,6757119558.4,0,79.44,6.8,257000,362000000,1124000,966000000
Mauritius,2006,1233996,7028803365.7,4.1,72.43,9.04,186000,347000000,788000,1302000000
Mexico,2006,107560153,975387131716.09,9.5,75.3,3.57,14002000,9387000000,21353000,13329000000
Nicaragua,2006,5513763,6763671610.7,13.2,71.44,5.31,773000,224000000,749000,249000000
Panama,2006,3391666,18141666300,6.5,76.06,3.93,284000,403000000,843000,1425000000
Paraguay,2006,5913209,13429430050.26,12.6,71.86,5.28,210000,144000000,388000,112000000
Philippines,2006,87888675,122210716311.05,7.1,69.23,4.05,2745000,3075000000,2843000,4051000000
Puerto Rico,2006,3805214,87276164400,19.9,78.42,11.01,1468000,1752000000,3722000,3369000000
Russian Federation,2006,143049528,989930542278.68,20.1,66.73,7.05,29107000,18850000000,22486000,9720000000
Sri Lanka,2006,19695972,28279814924.59,10.4,74.9,6.5,757000,666000000,560000,733000000
Thailand,2006,65812536,221758486880.31,7.1,72.5,1.22,3382000,6176000000,13822000,16624000000
Turkey,2006,68756810,552486912921.99,4.6,72.83,8.72,8275000,3517000000,18916000,19137000000
Uganda,2006,28571475,9942597779.99,9.1,52.78,2.12,254000,196000000,539000,347000000
Ukraine,2006,46787750,107647920792.08,6.3,68.08,6.81,16875000,3202000000,18936000,4018000000
Uruguay,2006,3325401,19579457966.05,6.1,76.05,10.84,666000,305000000,1749000,711000000
"Venezuela, RB",2006,26850194,183477522123.89,45,72.94,8.61,1095000,1807000000,748000,843000000
"Macao SAR, China",2006,493799,14789661809.18,2,81.75,3.8,645000,506000000,10683000,8482000000
Cambodia,2006,13477709,7274595706.67,3,63.93,1.28,787000,176000000,1700000,1109000000
Denmark,2006,5437272,282884947702.97,0.5,78.1,3.9,6129000,7486000000,9630000,5562000000
"Hong Kong SAR, China",2006,6857100,193536265094.36,0.5,82.38,4.77,75812000,14044000000,15821000,15541000000
Japan,2006,127854000,4530377224970.4,0.5,82.32,4.1,17535000,37655000000,7334000,11490000000
Germany,2006,82376451,3002446368084.31,1,79.13,10.25,81801000,85678000000,23569000,45538000000
Saudi Arabia,2006,24498310,376900133511.35,1,73.36,6.25,2000000,12979000000,8620000,4769000000
Sweden,2006,9080505,420540782304.63,1,80.75,7.07,12559000,11159000000,4729000,9714000000
Luxembourg,2006,472637,42414308116.92,1.5,79.29,4.73,1084000,3058000000,908000,3819000000
Portugal,2006,10522288,208566948939.91,1.5,78.42,7.65,18378000,4146000000,6349000,10482000000
Slovak Republic,2006,5373054,70596729394.05,1.5,74.2,13.37,3149000,1230000000,1612000,1655000000
Bulgaria,2006,7601022,34130122490.86,2.4,72.61,8.95,4180000,2099000000,5158000,3317000000
Nepal,2006,26066693,9043715355.89,2.4,65.77,1.55,415000,261000000,384000,157000000
Syrian Arab Republic,2006,19059258,33332844574.78,2.4,74.41,8.17,4042000,585000000,4231000,2113000000
Tunisia,2006,10201214,34378437265.21,2.4,74.39,12.51,2302000,498000000,6550000,2999000000
Bangladesh,2006,140921167,71819083683.74,2.9,68.21,3.59,1819000,481000000,200000,79000000
India,2006,1165486291,940259892374.5,3.9,64.92,2.74,8340000,8738000000,4447000,8915000000
Latvia,2006,2218357,21447021570.1,5.8,70.87,7.03,3151000,788000000,1535000,622000000
United States,2006,298379912,13814611414000,5.8,77.69,4.62,63663000,106848000000,50977000,126778000000
Slovenia,2006,2006868,39587732028.6,0.6,78.09,5.95,2680000,1058000000,1617000,2074000000
New Zealand,2006,4184600,111608845081.38,1.2,80.05,3.86,1861000,2535000000,2390000,6148000000
Hungary,2006,10071370,115295199391.61,1.7,73.1,7.49,16597000,2319000000,3310000,4998000000
Jordan,2006,5991540,15056929760.23,1.7,72.76,14,2139000,956000000,3225000,2426000000
Sierra Leone,2006,5829237,1885112201.85,1.7,45.52,3.44,67000,15000000,33700,23000000
Finland,2006,5266268,216552502822.73,2.3,79.21,7.72,5756000,4099000000,2317000,3515000000
Kyrgyz Republic,2006,5218400,2834168889.42,8.7,67.7,8.27,454000,142000000,766000,189000000
Lithuania,2006,3269909,30216060233.4,8.7,71.06,5.78,1789000,909000000,2180000,1038000000
Austria,2006,8268641,335998557270.1,0.7,79.88,5.24,10042000,9628000000,20269000,16512000000
"Egypt, Arab Rep.",2006,76873663,107484034870.97,0.7,69.61,10.49,4531000,2156000000,8646000,8133000000
Norway,2006,4660677,345424664369.36,0.7,80.34,3.4,3236000,11273000000,4070000,4289000000
Australia,2006,20697900,746054207846.66,1.4,81.04,4.78,4941000,17293000000,5532000,20408000000
China,2006,1311020000,2752131773355.16,1.4,73.27,4.4,34524000,24322000000,49913000,33949000000
Cyprus,2006,1045507,20072788859.62,1.4,78.76,4.54,932000,1028462000,2401000,2673047000
France,2006,63621381,2318593651988.46,1.4,80.81,8.45,22240000,39301000000,77916000,54587000000
Ireland,2006,4273591,232083467569.94,1.4,79.24,4.41,6848000,6978000000,8001000,7664000000
United Kingdom,2006,60846820,2697151793928.24,1.4,79.25,5.35,69536000,80040000000,30654000,45949000000
Canada,2006,32571174,1315415197461.21,1.9,80.34,6.32,22731000,26067000000,18265000,16837000000
Kuwait,2006,2373672,101550654720.88,1.9,73.66,1.3,2529000,6074000000,185000,508000000
Azerbaijan,2006,8484550,20982986344.3,2.2,69.26,6.62,1836000,256000000,682000,201000000
Armenia,2006,2958307,6384451606.14,2.7,72.72,10.28,329000,300000000,382000,406000000
Fiji,2006,827870,3102741451.02,2.7,66.36,3.83,121000,113000000,549000,684000000
Israel,2006,7053700,153982562749.67,2.7,80.55,10.71,3713000,4286000000,1825000,3670000000
Singapore,2006,4401365,148630373214.17,0.4,80.14,4.48,5533000,11268000000,7588000,7536000000
Netherlands,2006,16346101,733340860619.75,0.8,79.7,3.9,16695000,14588000000,10739000,9273000000
Italy,2006,58143979,1942633797516,1.1,81.28,6.78,24022000,27438000000,41058000,41645000000
Spain,2006,44397319,1264551499184.54,1.1,80.82,8.45,10678000,16824000000,58004000,53160000000
Morocco,2006,30804683,68640825480.92,1.6,72.4,9.67,2135000,1113000000,6558000,6900000000
Belgium,2006,10547958,409813197842.18,2.1,79.38,8.25,7852000,17891000000,6995000,11625000000
Romania,2006,21193760,122022997508.01,2.1,72.16,7.27,8906000,1457000000,6037000,1675000000
Albania,2006,2992547,8896073938.31,3.1,75.42,16.39,2616000,989000000,937000,1057000000
Chile,2006,16354504,154788024805.81,3.6,77.86,9.02,1887000,1238000000,2253000,1853000000
Bolivia,2006,9395446,11451869164.71,5.2,65.85,2.99,472000,360000000,521000,330000000
Estonia,2006,1346810,16963625015.68,6.7,72.69,5.91,438000,706000000,1940000,1361000000
Algeria,2006,33641002,117027304746.54,0.9,73.52,12.27,1349000,414000000,1638000,393000000
"Korea, Rep.",2006,48438292,1011797457138.5,0.9,78.67,3.5,11610000,20947000000,6155000,8445000000
Czech Republic,2006,10238905,155463807112.89,1.3,76.52,7.15,6393000,2874000000,6435000,6702000000
Poland,2006,38141267,344748646558.39,1.3,75.14,13.84,44696000,7653000000,15670000,8154000000
Albania,2007,2970017,10677321490.38,3.5,75.65,15.97,2979000,1331000000,1062000,1479000000
Belarus,2007,9560953,45277399813.61,6.8,70.21,6.78,517000,724000000,105000,479000000
Bolivia,2007,9558439,13120183156.71,8.2,66.39,2.72,526000,385000000,573000,326000000
Brazil,2007,190130443,1397084349956.35,23.4,72.62,8.33,4662000,10434000000,5026000,5284000000
Chile,2007,16530195,173605968179.26,3.7,78.1,8.43,2047000,1408000000,2507000,2224000000
Colombia,2007,43737516,205706860699.3,38.8,74.73,11.2,2028000,2460000000,2254000,2586000000
Costa Rica,2007,4404628,26743972911.91,8.4,78.36,4.49,577000,825000000,1980000,2454000000
Dominican Republic,2007,9338861,44169678153.16,22.2,71.3,5.16,443000,531000000,3980000,4064000000
Ecuador,2007,14296557,51007777000,16,74.51,3.14,801000,733000000,937000,626000000
El Salvador,2007,6105810,17011750900,57.5,70.54,6.41,1012000,363000000,1339000,793000000
Estonia,2007,1340680,22237061730.08,7.1,72.81,4.59,677000,804000000,1900000,1416000000
Eswatini,2007,1042652,3469363996.37,10.6,43.31,28.24,1130000,63000000,869000,32200000
Georgia,2007,3860158,10172882370.55,7.5,70.77,13.28,1473000,277000000,1052000,440000000
Guatemala,2007,13700327,34113107085.61,42.2,70.41,2.8,1168000,737000000,1628000,1055000000
Honduras,2007,7808518,12275493958.78,46.5,72.54,3.21,315000,309000000,804000,546600000
India,2007,1183209472,1216735426855.47,3.8,65.35,2.4,9783000,10690000000,5082000,11234000000
Kyrgyz Republic,2007,5268400,3802566170.82,8,67.9,8.1,559000,215000000,1656000,392000000
Latvia,2007,2200325,30901399261.39,4.3,71.02,6.05,3398000,1021000000,1653000,880000000
Lithuania,2007,3231294,39738180076.63,8.5,70.9,4.25,1661000,1144000000,1486000,1154000000
Mexico,2007,109170502,1052696282278.88,7.9,75.25,3.63,15257000,9918000000,21606000,14055000000
Nicaragua,2007,5590055,7423377429.06,12.9,71.67,4.89,949000,238000000,800000,277000000
Panama,2007,3453675,21295984200,8.1,76.23,3.43,314000,457000000,1103000,1806000000
Paraguay,2007,5998427,17856270473.15,13.1,72.06,4.71,242000,184000000,416000,121000000
Puerto Rico,2007,3782995,89524131600,19.5,78.43,10.93,1441000,1743000000,3687000,3414000000
Russian Federation,2007,142805088,1299705764824.48,17.7,67.59,6,34285000,22456000000,22909000,12426000000
Uganda,2007,29486338,12292813603.23,8.6,53.89,2.26,272000,220000000,642000,402000000
Ukraine,2007,46509350,142579603960.4,5.7,68.22,6.35,17335000,4022000000,23122000,5320000000
United States,2007,301231207,14451858650000,5.7,77.99,4.62,64049000,112788000000,56135000,144223000000
"Venezuela, RB",2007,27247610,230364012575.69,47.5,73.01,7.28,1410000,2292000000,756000,972000000
Belgium,2007,10625700,471821105940.32,2,79.78,7.46,8371000,19215000000,7045000,12371000000
Romania,2007,20882982,174585202805.23,2,72.57,6.41,10980000,1723000000,7722000,2073000000
Fiji,2007,836190,3405050611.69,2.5,66.41,3.76,120000,106000000,540000,722000000
