country_name,year,pop_thous,gdp_US_mil,homicides_per_100_000,life_expectancy_years,unemployment_per,departures_thous,tourism_expenditures_US_mil,arrivals_thous,tourism_receipts_US_mil
Switzerland,2010,7824909,583782977866.41,0.7,82.25,4.81,10011000,13460000000,8628000,17614000000
Croatia,2010,4295427,59865977191.71,1.4,76.48,11.62,1873000,861000000,9111000,8299000000
Hungary,2010,10000023,130922638689.07,1.4,74.21,11.17,16082000,2897000000,3462000,6595000000
Morocco,2010,32343389,93216746661.6,1.4,74.38,9.09,2175000,1879000000,9288000,8176000000
Armenia,2010,2877319,9260284937.8,1.9,73.33,19.01,563000,641000000,684000,694000000
"Egypt, Arab Rep.",2010,82761235,218888324504.75,2.2,70.35,8.76,4618000,2696000000,14051000,13633000000
Finland,2010,5363352,247799815768.48,2.2,79.87,8.39,6633000,5269000000,2319000,4497000000
Tunisia,2010,10635244,44050929160.26,2.7,75.04,13.05,2250000,611000000,7828000,3477000000
Chile,2010,17062536,218537551220.07,3.2,78.78,8.42,2218700,1736000000,2801000,2362000000
Indonesia,2010,241834215,755094160363.07,0.4,69.2,5.61,6235000,8432000000,7003000,7618000000
Japan,2010,128070000,5700098114744.41,0.4,82.84,5.1,16637000,39306000000,8611000,15356000000
"Macao SAR, China",2010,538219,28123640998.73,0.4,82.7,2.84,753000,883000000,11926000,22688000000
Singapore,2010,5076732,239809387605.43,0.4,81.54,4.12,7342000,18700000000,9161000,14178000000
Denmark,2010,5547683,321995279401.5,0.8,79.1,7.46,7726000,9082000000,9425000,5704000000
Canada,2010,34004889,1613542812589.39,1.6,81.25,8.06,28680000,36975000000,16219000,18438000000
Jordan,2010,7261539,26551480959.1,1.6,73.43,12.5,2708000,1736000000,4207000,4390000000
Bangladesh,2010,147575430,115279077465.23,2.6,69.88,3.38,1913000,835000000,303000,103000000
Mauritius,2010,1250400,10003670690.35,2.6,72.97,7.65,212000,423000000,935000,1585000000
Belarus,2010,9490583,58665088956.03,4.2,70.4,6.06,415000,748000000,119300,665000000
Turkey,2010,72326988,771901768870.08,4.2,74.51,10.66,6557000,5817000000,31364000,26318000000
Italy,2010,59277417,2125058244242.92,0.9,82.04,8.36,28188000,26908000000,43626000,38438000000
Netherlands,2010,16615394,846554894931.08,0.9,80.7,4.45,18368000,19044000000,10883000,11653000000
Spain,2010,46576897,1431616749640.29,0.9,81.63,19.86,12379000,16930000000,52677000,54305000000
France,2010,65027507,2642609548930.36,1.3,81.66,8.87,25041000,46704000000,76647000,56187000000
Bolivia,2011,10212954,23963033588.01,12.3,68.52,2.22,775000,410000000,711000,499000000
Brazil,2011,197514534,2616201578192.25,24.2,73.92,6.92,7807000,24608000000,5433000,6370000000
Chile,2011,17233576,252251992029.44,3.7,78.99,7.34,2637600,2085000000,3137000,2723000000
Colombia,2011,45663099,334454039093.59,34.8,75.66,10.11,2522000,3631000000,2042000,3801000000
Costa Rica,2011,4633086,42262694503.96,10.3,78.92,10.14,717000,620000000,2192000,2646000000
Dominican Republic,2011,9813210,57811180659.45,25.1,72.28,6.09,408000,689000000,4306000,4391000000
Ecuador,2011,15243883,79276664000,15.4,75.29,3.46,1022000,917000000,1141000,849000000
El Salvador,2011,6210568,20283780000,70.6,71.45,4.3,1469000,244000000,1184000,729000000
Eswatini,2011,1072032,4820499924.25,14,48.14,26.68,1264000,35000000,879000,10100000
Guatemala,2011,14948803,47654783851.83,38,71.86,4.13,718000,935000000,1434000,1350000000
Honduras,2011,8480671,17588097149.76,85.1,73.57,4.47,449000,446000000,871000,641500000
India,2011,1250288729,1823049927771.46,3.8,67.13,2.52,13994000,13699000000,6309000,17708000000
Kazakhstan,2011,16557201,192626507971.58,8.5,68.98,5.39,7852000,1831000000,5685000,1524000000
Kyrgyz Republic,2011,5514600,6197766118.6,8.5,69.6,8.53,3061000,392000000,3025000,405000000
Latvia,2011,2059709,28223552824.75,3.3,73.58,16.21,3257000,765000000,1493000,771000000
Lithuania,2011,3028115,43476873412.8,6.9,73.56,15.39,1526000,859000000,1775000,1321000000
Mexico,2011,115695473,1180489601957.61,22.9,75.01,5.17,14799000,9704000000,23403000,12458000000
Moldova,2011,3559986,8414360656.3,7.5,70.12,6.68,136100,349000000,75000,253000000
Nicaragua,2011,5903039,9774316692.16,12.7,72.69,6.38,912000,240000000,1060000,391000000
Panama,2011,3706483,34686200000,14.8,76.99,2.31,414000,679000000,1473000,3630000000
Paraguay,2011,6333976,33715524703.93,10.4,72.86,4.67,347000,308000000,524000,261000000
Peru,2011,29264318,171761737046.58,5.4,74.7,3.44,2132000,1768000000,2598000,2814000000
Puerto Rico,2011,3678732,100351700000,31.4,78.64,15.7,924000,1196000000,3048000,3143000000
Uganda,2011,33476919,20176025256.92,10.7,58.09,3.6,367000,540000000,1151000,977000000
United States,2011,311580009,15542581104000,4.7,78.64,8.95,59209000,116448000000,62821000,187629000000
"Venezuela, RB",2011,28888369,316482190800.36,47.8,73.11,6.9,1719000,3994000000,595000,806000000
Finland,2011,5388272,273674236772.82,2,80.47,7.78,7274000,6010000000,2623000,5612000000
Israel,2011,7765800,261716880681.78,2,81.66,7.14,4387000,4874000000,2820000,5869000000
Armenia,2011,2876538,10142111334.5,2.5,73.57,18.44,715000,756000000,758000,762000000
Nepal,2011,27041437,18913574370.76,2.5,68.03,1.52,774000,420000000,736000,415000000
United Kingdom,2011,63258918,2634895693131.3,1,80.95,8.04,56836000,76399000000,29306000,46856000000
Hungary,2011,9971727,140782064609.19,1.5,74.86,11.03,16634000,3048000000,3822000,7239000000
Belarus,2011,9473172,61757788944.72,3.9,70.55,6.07,320000,729000000,116000,747000000
Japan,2011,127833000,6157459594823.72,0.3,82.59,4.52,16994000,39760000000,6219000,12533000000
Singapore,2011,5183688,279351168707.27,0.3,81.74,3.89,7753000,21406000000,10390000,17929000000
Indonesia,2011,245116206,892969107923.1,0.6,69.54,5.15,6750000,8653000000,7650000,9038000000
Switzerland,2011,7912398,699579638638.23,0.6,82.7,4.41,10466000,16483000000,8534000,20659000000
Bulgaria,2011,7348328,57418414504.09,1.7,74.16,11.26,3803000,1063000000,6328000,4297000000
Romania,2011,20147528,183443154234.73,1.7,74.41,7.18,10936000,2294000000,7611000,2016000000
Fiji,2011,863449,3774530615.66,2.3,66.76,4.41,132000,116000000,675000,955000000
Sierra Leone,2011,6563240,2942546781.05,2.8,50.23,3.74,99000,26000000,52000,44000000
"Macao SAR, China",2011,550832,36709860068.34,0.7,82.94,2.56,908000,1064000000,12925000,31118000000
Malta,2011,416268,9500669014.64,0.7,80.75,6.38,309000,333000000,1415000,1276000000
France,2011,65342780,2861408170264.61,1.4,82.11,8.81,26155000,55472000000,80499000,66087000000
Belgium,2011,11038264,527008453886.93,1.9,80.59,7.14,9727000,20658000000,7494000,12742000000
Jordan,2011,7663131,28932299012.69,1.9,73.58,12.9,1931000,1280000000,3960000,4351000000
Norway,2011,4953088,498831558925.86,2.2,81.3,3.21,8130000,16958000000,4963000,6565000000
Mauritius,2011,1252404,11518393367.24,2.7,73.27,7.45,219000,427000000,965000,1808000000
Albania,2011,2905195,12890866742.65,4.9,76.91,13.48,4120000,1676000000,2469000,1832000000
Estonia,2011,1327439,23170239900.77,4.9,76.23,12.33,1054000,806000000,2823000,1256000000
Thailand,2011,67518382,370818747396.83,4.9,74.59,0.66,5397000,7534000000,19230000,30924000000
Uruguay,2011,3368934,47962439303.72,5.9,76.88,6.31,1534000,797000000,2857000,2401000000
"Hong Kong SAR, China",2011,7071600,248513617677.29,0.2,83.42,3.42,84816000,19022000000,22316000,33169000000
Algeria,2011,36661444,200019057307.65,0.8,75.2,9.96,1715000,595000000,2395000,300000000
Cyprus,2011,1124833,27426994717.82,0.8,79.62,7.86,1209000,1730334000,2392000,2707541000
Czech Republic,2011,10496088,227948349666.35,0.8,77.87,6.71,5279000,4876000000,6715000,8930000000
Denmark,2011,5570572,344003137611.27,0.8,79.8,7.57,7846000,9840000000,8471000,6366000000
"Korea, Rep.",2011,49936638,1202463682633.85,0.8,80.57,3.4,12694000,22195000000,9795000,17418000000
Luxembourg,2011,518347,60004630234.41,0.8,80.99,4.9,1643000,3873000000,874000,5358000000
Slovenia,2011,2052843,51290792018.11,0.8,79.97,8.17,2722000,1315000000,2037000,2953000000
Spain,2011,46742697,1488067258325.2,0.8,82.48,21.39,13347000,17374000000,56177000,62447000000
Australia,2011,22340024,1396649906339.35,1.1,81.9,5.08,7788000,33967000000,5771000,34315000000
Croatia,2011,4280622,62399478246.22,1.1,76.78,13.68,2880000,918000000,9927000,9598000000
Poland,2011,38063255,528832185770.22,1.1,76.7,9.63,43270000,8882000000,13350000,11649000000
Greece,2011,11104899,287797822093.18,1.6,80.73,17.86,4941000,3807000000,16427000,16256000000
Slovak Republic,2011,5398384,98181259740.09,1.6,75.96,13.62,3285000,2449000000,1460000,2514000000
Bangladesh,2011,149273778,128637938711.39,2.6,70.26,3.72,2127000,819000000,155000,97000000
"Egypt, Arab Rep.",2011,84529250,236001858960.02,3.1,70.54,11.85,4863000,2575000000,9497000,9333000000
Sri Lanka,2011,20398670,65292753005.47,3.6,75.61,4.11,1239000,926000000,856000,1421000000
Turkey,2011,73443863,832523680908.06,4.2,74.94,8.8,6282000,5372000000,34654000,30302000000
Austria,2011,8391643,431120310088.82,0.9,80.98,4.56,9874000,10548000000,23012000,19775000000
China,2011,1344130000,7551500425597.77,0.9,74.71,4.5,70250000,72585000000,57581000,48464000000
Germany,2011,80274983,3757698281117.55,0.9,80.44,5.82,84692000,99839000000,28374000,53431000000
Iceland,2011,319014,15158548597.39,0.9,82.36,7.03,341000,740000000,566000,751000000
Ireland,2011,4580084,237472361872.56,0.9,80.75,15.35,6514000,6837000000,7630000,9526000000
Italy,2011,59379449,2276292404600.52,0.9,82.19,8.36,27831000,28727000000,46119000,43241000000
Netherlands,2011,16693074,904085980796.02,0.9,81.2,4.98,18560000,20741000000,11300000,12897000000
New Zealand,2011,4384000,168461998741.3,0.9,80.9,6.49,2096000,3461000000,2511000,7295000000
Sweden,2011,9449213,563797423389.29,0.9,81.8,7.8,14651000,13998000000,5222000,10209000000
Morocco,2011,32781850,101370474295.11,1.3,74.7,8.91,2378000,2260000000,9342000,9101000000
Cambodia,2011,14541423,12829541141.01,1.8,67.04,1.32,710000,344000000,2882000,2258000000
Canada,2011,34339328,1789140665202.84,1.8,81.45,7.51,30450000,41234000000,16014000,19989000000
Albania,2012,2900401,12319784886.2,5.4,77.25,13.38,3959000,1374000000,3156000,1624000000
Bolivia,2012,10377676,27084497539.8,11.9,69.01,2.05,788000,502000000,798000,631000000
Brazil,2012,199287296,2465188674415.03,26.5,74.21,7.19,8497000,26008000000,5677000,6623000000
Colombia,2012,46076848,370574421703.06,35.1,75.88,9.74,3169000,4363000000,2175000,4363000000
Dominican Republic,2012,9930911,60657780260.68,22.3,72.52,6.72,418000,690000000,4563000,4687000000
Early-demographic dividend,2012,2994852889,10046245252702.1,6.8,68.8,4.48,141488700.672792,123810657789.38,188791079.82,167023333612.83
Ecuador,2012,15474102,87924544000,12.5,75.5,3.23,1022000,944000000,1272000,1039000000
El Salvador,2012,6237923,21386160000,41.7,71.69,3.85,1462000,287000000,1255000,900000000
Estonia,2012,1322696,23043864510.05,4.8,76.33,10.02,1147000,796000000,2957000,1286000000
Eswatini,2012,1079288,4823831656.52,8.3,49.86,25.98,1403000,53000000,888000,29100000
Europe & Central Asia (excluding high income),2012,403265869,4058075244447.13,5.6,71.74,7.21,133631262.652474,74082476870.45,133987879.37,75332290454.11
Guatemala,2012,15270778,50388460924.73,33.8,72.24,2.77,721000,920000000,1491000,1419000000
Honduras,2012,8640691,18400538970.11,84.3,73.81,3.75,464000,549000000,895000,683700000
IDA & IBRD total,2012,5945148626,26903273334456.8,7,69.46,4.83,484719486.640837,366677346601.41,453461275.12,390122940550.63
India,2012,1265782790,1827637859135.7,3.8,67.55,2.69,14920000,14107000000,6578000,18340000000
Kazakhstan,2012,16792089,207998568865.79,7.5,69.61,5.29,8875000,2023000000,6163000,1572000000
Kyrgyz Republic,2012,5607200,6605139933.41,6.8,70,8.43,3621000,529000000,3393000,486000000
Late-demographic dividend,2012,2207632770,17608126962516.3,5,74.61,5.05,283478095.864681,290969732972.14,257857110.41,252130509047.58
Latin America & Caribbean,2012,603586217,6143036728395.19,23.2,74.46,6.4,53662614.2338365,70172526363.86,78546666.75,75999358431.04
Latin America & Caribbean (excluding high income),2012,572713225,5621553055485.71,23.9,74.26,6.38,47002580.1894119,63274624425.43,61489000,52993700000
Latin America & the Caribbean (IDA & IBRD countries),2012,587491182,5935009599628.89,23.6,74.35,6.41,52337666.7967057,66679700000,67327000,61827700000
Low & middle income,2012,5916770281,26063059453595.2,7,69.39,4.78,412647884.682748,354085813628.58,424055895.29,360571023201.38
Luxembourg,2012,530946,56677961787.07,0,81.39,5.14,1580000,3094000000,950000,5395000000
Mexico,2012,117274155,1201089987015.45,21.5,74.97,4.89,15581000,10735000000,23403000,13320000000
Middle income,2012,5309856949,25612272804253.6,6.6,70.34,4.87,368532051.90919,347460741873.08,402169350.93,348146365603.9
Moldova,2012,3559519,8709165249.27,5.6,70.58,5.58,146800,396000000,89000,279000000
Nicaragua,2012,5982526,10532001129.67,11.5,72.95,5.21,979000,241000000,1180000,421000000
North America,2012,348653238,18026511572523.6,4.4,79.03,7.98,92990634.2873059,173239000000,83233000,222141000000
OECD members,2012,1256042703,47962929698263.7,4,79.63,7.94,557495343.530322,723203000000,563725000,796817000000
Panama,2012,3770624,40429700000,16.9,77.19,2.39,447000,591000000,1606000,4585000000
Paraguay,2012,6421512,33283228891.09,10.2,73.07,4.09,400000,363000000,579000,291000000
Peru,2012,29506788,192648999090.08,6.5,74.98,3.11,2296000,1900000000,2846000,3074000000
Puerto Rico,2012,3634488,101564800000,27.2,78.85,14.5,876000,1156000000,3069000,3193000000
Russian Federation,2012,143201676,2210256976944.74,11.3,70.07,5.44,47813000,48096000000,28177000,17876000000
Sri Lanka,2012,20425000,68434409315.11,3.3,75.8,3.88,1269000,1219000000,1006000,1756000000
Turkey,2012,74653016,873982246611.95,4.3,75.37,8.15,5803000,4585000000,35698000,31566000000
Uganda,2012,34559168,23114293416.39,11.2,59.02,3.55,469000,642000000,1197000,1157000000
United States,2012,313874218,16197007349000,4.7,78.74,8.07,60697000,129902000000,66657000,200997000000
Uruguay,2012,3378974,51264390116.49,7.9,77,6.45,1816000,1043000000,2695000,2439000000
"Venezuela, RB",2012,29362449,381286237847.67,53.8,73.04,6.6,1734000,4592000000,988000,904000000
World,2012,7086993625,75045654452275.2,6.2,71.17,5.35,1246496269.0193,1184404350701.24,1054602152.04,1286529311038.97
East Asia & Pacific,2012,2236819053,21010207451844.7,2,74.56,4.08,285484499.92911,303716812048.78,221489481.34,319581195684.38
Jordan,2012,8090872,30966149506.35,2,73.72,12.2,1567000,1257000000,4162000,5123000000
Chile,2012,17400347,267122320056.7,2.5,79.18,6.66,2837100,2400000000,3554000,3158000000
"Egypt, Arab Rep.",2012,86422240,279372758361.83,2.5,70.74,12.6,5678000,3037000000,11196000,10823000000
Tunisia,2012,10847002,45044112939.37,3,75.38,17.63,2897000,673000000,6999000,2931000000
Norway,2012,5018573,510229136226.9,0.5,81.45,3.12,9250000,18131000000,4538000,6784000000
Czech Republic,2012,10510785,207376427020.82,1,78.08,6.98,5419000,4556000000,7647000,8174000000
United Kingdom,2012,63700300,2676605417645.99,1,80.9,7.89,56538000,79491000000,29282000,52508000000
Greece,2012,11045011,245670666639.05,1.5,80.63,24.44,4681000,3006000000,15518000,14671000000
Malta,2012,420028,9211948090.71,2.9,80.75,6.31,331000,339000000,1443000,1260000000
Latvia,2012,2034319,28119996053.25,3.4,73.78,15.05,183000,680000000,1435000,745000000
South Asia,2012,1683747130,2297374631123.91,3.9,67.65,2.69,22014160.8856421,19014000000,10725073.4,23886000000
South Asia (IDA & IBRD),2012,1683747130,2297374631123.91,3.9,67.65,2.69,22014160.8856421,19014000000,10725073.4,23886000000
IBRD only,2012,4510296617,25106275471953.1,5.8,71.83,5.01,376136635.999079,337917574878.34,405074071.74,359325650746.84
Lower middle income,2012,2772231195,5287092922777.45,5.8,66.85,3.85,99408929.6644082,66769135543.14,105541203.79,85171509686.47
Iceland,2012,320716,14724078264.24,0.3,82.92,6,358000,780000000,673000,865000000
Japan,2012,127629000,6203213121334.12,0.3,83.1,4.3,18491000,40967000000,8358000,16197000000
Indonesia,2012,248452413,917869910105.75,0.6,69.87,4.47,7454000,9055000000,8044000,9463000000
Switzerland,2012,7996861,668043614122.87,0.6,82.7,4.49,12098000,17980000000,8566000,19594000000
Croatia,2012,4267558,56548374544.9,1.2,76.92,15.94,2680000,962000000,10369000,8912000000
France,2012,65659809,2683825225092.63,1.2,81.97,9.4,25317000,50087000000,81980000,64000000000
Portugal,2012,10514844,216368178659.45,1.2,80.37,15.53,1361000,4485000000,7503000,14582000000
Slovak Republic,2012,5407579,93413992955.9,1.2,76.11,13.96,2689000,2310000000,1528000,2366000000
Israel,2012,7910500,257435001991.47,1.7,81.7,6.86,4349000,5008000000,2886000,6165000000
Sierra Leone,2012,6712581,3801862611.36,1.7,51.02,4.11,104000,32000000,60000,47000000
Armenia,2012,2884229,10619320048.59,2.3,73.82,17.31,965000,874000000,963000,853000000
Fiji,2012,865069,3972012570.53,2.3,66.86,4.52,132000,110000000,661000,989000000
Mauritius,2012,1255882,11668685524.13,2.3,73.86,7.47,237000,394000000,965000,1778000000
Nepal,2012,26989862,18851513891.07,2.3,68.43,1.58,862000,562000000,803000,379000000
Costa Rica,2012,4688000,46473131798.89,8.7,79.07,9.78,773000,647000000,2343000,2773000000
"Macao SAR, China",2012,564039,43031577366.43,0.7,83.16,1.97,1291000,1155000000,13577000,36521000000
Slovenia,2012,2057159,46352802765.58,0.7,80.12,8.84,2474000,1081000000,2156000,2737000000
Sweden,2012,9519374,544481531961.98,0.7,81.7,7.98,15548000,13954000000,5146000,10104000000
Algeria,2012,37383887,209058991952.13,1.4,75.44,10.97,1911000,598000000,2634000,295000000
Bulgaria,2012,7305888,53903022339.03,1.9,74.31,12.27,3758000,1096000000,6541000,3975000000
Cyprus,2012,1135046,25041397918.54,1.9,79.81,11.8,1194000,1687470000,2465000,2732126000
Romania,2012,20058035,171196268957.96,1.9,74.41,6.79,11149000,2108000000,7937000,1904000000
Azerbaijan,2012,9295784,69683935845.21,2.2,71.51,5.19,3874000,2617000000,1986000,2634000000
High income,2012,1170223344,48994701036926.9,2.2,80.18,7.93,682010511.355814,830803627645.57,626607064.19,925765387786.88
Post-demographic dividend,2012,1082370705,45536751587246.6,2.2,80.09,8.07,596653032.946486,735206169578.58,569186900,834495000000
Thailand,2012,67835957,397558094269.88,4.9,74.99,0.58,5721000,8095000000,22354000,37766000000
Upper middle income,2012,2537625754,20325179881476.2,7.4,74.16,5.7,248048652.662672,280761248101.71,297105886.07,262930438240.94
Singapore,2012,5312437,295087220933.02,0.2,82,3.72,8048000,23121000000,11098000,18795000000
"Hong Kong SAR, China",2012,7150100,262629441493.48,0.4,83.48,3.29,85276000,20077000000,23770000,37098000000
China,2012,1350695000,8532230724141.76,0.8,75.01,4.6,83182000,101977000000,57725000,50028000000
Denmark,2012,5591572,327148943812.14,0.8,80.05,7.53,7843000,9600000000,8443000,6135000000
Germany,2012,80425823,3543983909148.01,0.8,80.54,5.38,82729000,96233000000,30411000,51645000000
Spain,2012,46773055,1336018949805.58,0.8,82.43,24.79,12422000,15401000000,57464000,57877000000
Australia,2012,22733465,1546151783872.96,1.1,82.05,5.22,8212000,35226000000,6032000,34137000000
Euro area,2012,336159194,12651386953652.8,1.1,81.23,11.29,225750814.481501,270669470000,307789000,326379126000
European Union,2012,505096232,17316864403871.3,1.1,80.25,10.42,394282649.03532,394022470000,402158000,436128126000
Ireland,2012,4599533,224999484104.85,1.1,80.85,15.45,6600000,6001000000,7550000,9064000000
Morocco,2012,33241898,98266306615.36,1.1,74.97,8.99,2323000,2095000000,9375000,8491000000
Poland,2012,38063164,500360816827.88,1.1,76.75,10.09,48290000,9129000000,14840000,11888000000
Canada,2012,34714222,1823966686523.63,1.6,81.65,7.29,32276000,43010000000,16344000,20696000000
Central Europe and the Baltics,2012,103935318,1351020408339.39,1.6,75.99,9.98,95640000,26100000000,61474000,49453000000
Finland,2012,5413971,256706466091.09,1.6,80.63,7.69,9055000,5843000000,2778000,5419000000
East Asia & Pacific (IDA & IBRD countries),2012,1969562739,10700596695068.2,2.1,73.69,4.08,115589075.063509,142848495009.14,133049086.07,134887212380.82
East Asia & Pacific (excluding high income),2012,1994401378,10721334546957.2,2.1,73.65,4.07,117051489.969785,143100544454.62,134631328.17,134948411959.52
Bangladesh,2012,151007807,133355749482.48,2.6,70.61,4.05,2273000,889000000,125000,105000000
Europe & Central Asia,2012,894486795,22371991299292.7,3.1,76.62,8.96,549028658.716737,501826028011.89,538631437.74,532362787250.04
Belarus,2012,9464495,65685102554.88,3.6,71.97,6.04,493000,948000000,6129900,986000000
Europe & Central Asia (IDA & IBRD countries),2012,445596591,4614984435819.91,5.2,72.21,7.54,190023433.25458,83979520942.95,159350959.59,96164407286.48
Ukraine,2012,45593300,175781379051.43,5.2,70.94,7.53,21433000,5536000000,23013000,5988000000
Lithuania,2012,2987773,42848195256.21,6.7,73.86,13.36,1708000,925000000,1900000,1317000000
Zimbabwe,2012,13115131,17114849900,6.7,55.03,5.61,720000,387000000,1794000,174000000
Austria,2012,8429991,409425234155.26,0.9,80.94,4.86,10960000,9991000000,24151000,18937000000
Italy,2012,59539717,2072823157059.76,0.9,82.24,10.65,27376000,26249000000,46360000,40960000000
"Korea, Rep.",2012,50199853,1222807284485.31,0.9,80.82,3.2,13737000,22934000000,11140000,18851000000
Netherlands,2012,16754962,838971306990.91,0.9,81.1,5.82,18628000,20094000000,11680000,17675000000
New Zealand,2012,4408100,176193696737.93,0.9,81.16,6.93,2172000,3715000000,2473000,7142000000
Hungary,2012,9920362,127856647107.82,1.3,75.06,11,16143000,2457000000,4164000,6149000000
Belgium,2012,11106932,497884216568.87,1.8,80.39,7.54,9576000,22367000000,7560000,13711000000
Belarus,2013,9465997,75527984234.23,3.5,72.47,5.93,708000,1333000000,6241800,1156000000
Bolivia,2013,10542376,30659338784.37,9,69.47,2.39,837000,660000000,798000,639000000
Brazil,2013,201035903,2472806456101.29,26.8,74.48,6.99,8866000,29286000000,5813000,6784000000
Colombia,2013,46497267,381866608838.8,32.6,76.11,9.05,3605000,4485000000,2288000,4759000000
Dominican Republic,2013,10048224,62661773591.72,19.2,72.76,7.35,392000,679000000,4690000,5055000000
Ecuador,2013,15707474,95129659000,11,75.71,3.08,1138000,989000000,1364000,1251000000
El Salvador,2013,6266070,21990970000,40.2,71.94,3.69,1515000,270000000,1283000,1054000000
Eswatini,2013,1086839,4560713073.92,8,51.7,25.41,1573000,48000000,968000,4200000
Guatemala,2013,15595821,53851148431.93,33.7,72.6,3.02,846000,952000000,1516000,1479000000
Honduras,2013,8798521,18372173610.67,74.3,74.05,4.1,471000,506000000,863000,618000000
Kazakhstan,2013,17035550,236634552078.1,6.5,70.45,5.2,9931000,2147000000,6841000,1779000000
Lithuania,2013,2957689,46417340374.52,6.6,73.91,11.77,1764000,1069000000,2012000,1374000000
Mexico,2013,118827161,1274443084716.57,18.8,74.93,4.91,15911000,11970000000,24151000,14311000000
Panama,2013,3835437,45600000000,17.3,77.39,2.3,619000,1078000000,1658000,5419000000
Paraguay,2013,6510276,38585317742.98,9.3,73.27,4.39,440000,425000000,610000,299000000
Peru,2013,29773987,201175469114.33,6.6,75.26,3.24,2364000,2119000000,3164000,3916000000
Puerto Rico,2013,3593077,102450000000,24.5,79.03,14.3,839000,1139000000,3172000,3311000000
Russian Federation,2013,143506911,2297128039058.16,11.2,70.58,5.46,54069000,59504000000,30792000,20198000000
Uganda,2013,35695246,24599550623.73,10.3,59.88,1.91,471000,349000000,1206000,960000000
United States,2013,316057727,16784849190000,4.5,78.74,7.38,61344000,130148000000,69995000,218496000000
Uruguay,2013,3389439,57531233350.91,7.6,77.12,6.44,2281000,1504000000,2683000,2182000000
Latvia,2013,2012647,30254677296.92,2.5,73.98,11.87,1776000,900000000,1536000,1190000000
Sri Lanka,2013,20585000,74317806538.36,3,75.97,4.44,1262000,1808000000,1275000,2506000000
Nicaragua,2013,6062454,10982972256.38,10,73.2,5.28,994000,277000000,1229000,417000000
Indonesia,2013,251806402,912524136718.02,0.5,70.18,4.34,8025000,10280000000,8802000,10302000000
Cyprus,2013,1143866,24084559214.02,1,80,15.87,1115000,1621000000,2405000,3020000000
New Zealand,2013,4442100,190784384693.44,1,81.41,6.26,2197000,3861000000,2629000,7434000000
Bulgaria,2013,7265115,55555171009.77,1.5,74.86,12.94,3930000,1342000000,6898000,4410000000
Azerbaijan,2013,9416801,74164435946.46,2.4,71.77,4.97,4285000,3032000000,2130000,2618000000
Estonia,2013,1317997,25137153149.44,3.9,77.14,8.63,1166000,1236000000,3111000,2022000000
Kyrgyz Republic,2013,5719600,7335027591.92,5.3,70.2,8.33,3993000,505000000,4134000,585000000
Iceland,2013,323764,16033517529.25,0.3,82.06,5.38,365000,850000000,807300,1078000000
Japan,2013,127445000,5155717056270.83,0.3,83.33,4,17473000,32244000000,10364000,16865000000
Singapore,2013,5399162,307576360584.99,0.3,82.25,3.86,8647000,24383000000,11899000,19231000000
Slovenia,2013,2059953,48116256926.08,0.6,80.32,10.1,2612000,1081000000,2259000,2900000000
Spain,2013,46620045,1361854206549.39,0.6,83.08,26.09,11246000,16434000000,60675000,62584000000
France,2013,65998687,2811077725703.59,1.2,82.22,9.92,26062000,52448000000,83634000,66060000000
Jordan,2013,8520420,33675599435.83,1.7,73.85,12.6,1498000,1206000000,3945000,5145000000
Malta,2013,425967,10151192765.75,1.7,81.75,6.39,363000,384000000,1582000,1402000000
Romania,2013,19983693,190949066979.18,1.7,75.06,7.1,11364000,2176000000,8019000,2048000000
Bangladesh,2013,152764676,149990451022.29,2.8,70.93,4.43,1460000,1308000000,148000,131000000
Mauritius,2013,1258653,12129642296.44,2.8,74.02,7.32,228000,458000000,993000,1593000000
Costa Rica,2013,4742107,49745084869.71,8.7,79.23,8.77,790000,649000000,2428000,3171000000
Austria,2013,8479823,430068712971.87,0.7,81.14,5.34,10671000,10254000000,24813000,20220000000
"Korea, Rep.",2013,50428893,1305604981271.91,0.7,81.27,3.1,14846000,24459000000,12176000,19644000000
Netherlands,2013,16804432,876923518850.41,0.7,81.3,7.24,18094000,21009000000,12783000,19429000000
Switzerland,2013,8089346,688504173431.45,0.7,82.8,4.75,12403000,19093000000,8967000,20345000000
Canada,2013,35082954,1842018420853.1,1.4,81.75,7.07,32971000,43092000000,16059000,20941000000
Greece,2013,10965211,239862011450.1,1.4,81.29,27.47,4594000,3768000000,17920000,17436000000
Portugal,2013,10457295,226073492966.49,1.4,80.72,16.18,1490000,4978000000,9177000,16213000000
Armenia,2013,2897584,11121465767.41,2.2,74.06,16.18,1083000,1007000000,1084000,905000000
Nepal,2013,26917906,19271168018.48,2.2,68.81,1.55,983000,598000000,798000,460000000
Chile,2013,17571507,278384332694.36,3.2,79.35,6.21,2999000,2499000000,3576000,3171000000
Luxembourg,2013,543360,61739352212.3,0.2,81.8,5.85,1624000,3292000000,945000,5629000000
"Macao SAR, China",2013,577372,51552075901.52,0.2,83.36,1.82,1446000,1236000000,14268000,43665000000
China,2013,1357380000,9570405758739.79,0.8,75.32,4.6,98185000,128576000000,55686000,51664000000
Czech Republic,2013,10514272,209402444996.1,0.8,78.18,6.95,5781000,4698000000,7852000,7792000000
Germany,2013,80645605,3752513503278.41,0.8,80.49,5.23,87459000,102677000000,31545000,55486000000
